name,description
Glutethimide,A non-barbiturate sedative-hypnotic medication historically used for the short-term treatment of insomnia.
Glyburide,An oral sulfonylurea antidiabetic drug used to lower blood glucose levels in patients with type 2 diabetes mellitus by stimulating insulin secretion.
Glycerol Phenylbutyrate,An ammonia scavenger used to manage elevated ammonia levels in patients with urea cycle disorders.
Glycopyrronium,An anticholinergic agent used to reduce excessive salivation (sialorrhea) and as a bronchodilator in chronic obstructive pulmonary disease (COPD).
Goserelin,"A synthetic gonadotropin-releasing hormone (GnRH) analog used in the treatment of prostate cancer, breast cancer, endometriosis, and uterine fibroids."
Grazoprevir,"A direct-acting antiviral agent, specifically an NS3/4A protease inhibitor, used in combination therapy to treat chronic hepatitis C virus (HCV) infection."
Guanabenz,An alpha-2 adrenergic agonist primarily used to treat hypertension by reducing sympathetic outflow from the central nervous system.
Guanadrel,"An anti-adrenergic antihypertensive agent primarily used to treat essential hypertension, it acts by depleting neuronal norepinephrine stores and inhibiting its release."
Guanethidine,"An anti-adrenergic antihypertensive agent used to treat moderate to severe hypertension, it works by inhibiting the release of norepinephrine from sympathetic nerve endings."
Guanfacine,"A selective alpha-2A adrenergic agonist used to treat hypertension and attention-deficit/hyperactivity disorder (ADHD), it reduces sympathetic nerve outflow from the central nervous system."
Halazepam,"A benzodiazepine derivative used for the short-term management of anxiety disorders, it exerts its anxiolytic effects by enhancing GABAergic neurotransmission."
Halcinonide,"A potent topical corticosteroid used to treat inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses, such as psoriasis and eczema."
Halofantrine,"An antimalarial drug used in the treatment of malaria, particularly effective against chloroquine-sensitive and some resistant strains of Plasmodium falciparum."
Haloprogin,A topical antifungal medication applied to the skin to treat superficial fungal infections such as tinea pedis (athlete's foot) and tinea cruris (jock itch).
Hesperetin,"A bioflavonoid with antioxidant and anti-inflammatory properties, often included in dietary supplements for general health support."
Hexaminolevulinate,Used as a photosensitizer in photodynamic diagnosis for the detection of bladder cancer and in photodynamic therapy for certain skin lesions.
Hexetidine,An antiseptic and antifungal agent commonly used in mouthwashes and gargles to treat oral and pharyngeal infections like gingivitis and sore throat.
Hexobarbital,Hexobarbital is a short-acting barbiturate that was historically used as an intravenous anesthetic and hypnotic agent to induce sleep. Its use is now largely superseded by newer agents.
Hexoprenaline,Hexoprenaline is a beta-2 adrenergic receptor agonist used as a tocolytic to inhibit premature labor and as a bronchodilator in the treatment of asthma and COPD.
Hexylresorcinol,Hexylresorcinol is an antiseptic agent used in throat lozenges to relieve sore throat pain and as an anthelmintic for the treatment of certain parasitic worm infections.
Histamine,Histamine is an endogenous compound involved in immune responses and as a neurotransmitter; it is used diagnostically to assess gastric acid secretion or bronchial hyperreactivity.
Histrelin,"Histrelin is a gonadotropin-releasing hormone (GnRH) agonist used to treat central precocious puberty, prostate cancer, and endometriosis by suppressing sex hormone production."
Hydrocodone,An opioid analgesic used for the management of moderate to severe pain and as an antitussive to suppress cough.
Hydrocortamate,"A topical corticosteroid used to alleviate inflammation, itching, and redness associated with various dermatological conditions."
Hydromorphone,"A potent opioid analgesic used to manage moderate to severe pain, particularly in patients who require continuous, around-the-clock opioid analgesia."
Hydroxyamphetamine,An indirect-acting sympathomimetic agent used topically in ophthalmology as a mydriatic to dilate the pupil for diagnostic examinations.
Hydroxyprogesterone Caproate,A progestin indicated to reduce the risk of recurrent spontaneous preterm birth in women with a history of singleton spontaneous preterm birth.
Ibandronate,A bisphosphonate used for the treatment and prevention of osteoporosis in postmenopausal women and for treating hypercalcemia of malignancy.
Ibudilast,A phosphodiesterase inhibitor used in Japan for the treatment of bronchial asthma and post-stroke dizziness.
Icatibant,A bradykinin B2 receptor antagonist used for the on-demand treatment of acute attacks of hereditary angioedema (HAE).
Icosapent Ethyl,A highly purified omega-3 fatty acid ethyl ester used to reduce the risk of cardiovascular events in adults with elevated triglycerides on statin therapy.
Icotinib,An EGFR tyrosine kinase inhibitor used for the treatment of non-small cell lung cancer (NSCLC) with activating EGFR mutations.
Idelalisib,"A phosphoinositide 3-kinase (PI3K) delta inhibitor used to treat certain B-cell malignancies, including relapsed chronic lymphocytic leukemia and follicular lymphoma."
Ifenprodil,An N-methyl-D-aspartate (NMDA) receptor antagonist primarily studied for its potential in neurological conditions and cerebral vasospasm.
Iloprost,A synthetic prostacyclin analog used to treat severe primary pulmonary hypertension and critical limb ischemia by causing vasodilation and inhibiting platelet aggregation.
Imatinib,"A tyrosine kinase inhibitor used to treat chronic myeloid leukemia (CML), gastrointestinal stromal tumors (GIST), and other Philadelphia chromosome-positive leukemias."
Imidafenacin,"A muscarinic receptor antagonist used to treat symptoms of overactive bladder, such as urinary frequency, urgency, and urge incontinence."
Iobenguane,"A radiopharmaceutical used for diagnostic imaging and targeted radionuclide therapy of certain neuroendocrine tumors, such as pheochromocytoma and neuroblastoma."
Iodide 131,A radioactive isotope of iodine used diagnostically for thyroid uptake studies and therapeutically for the ablation of thyroid tissue in hyperthyroidism and differentiated thyroid cancer.
Iodipamide,"An iodinated contrast agent historically used for radiologic visualization of the biliary system, including the gallbladder and bile ducts."
Iodixanol,"A non-ionic, iso-osmolar iodinated contrast agent used for radiographic imaging to enhance visualization of blood vessels, organs, and other body structures in procedures like CT scans and angiography."
Ioflupane 123,"A radiopharmaceutical used in SPECT imaging to visualize dopamine transporters in the brain, aiding in the differential diagnosis of Parkinsonian syndromes from essential tremor."
Ioversol,"Ioversol is a non-ionic, iodinated contrast agent used to enhance visualization in diagnostic angiographic and urographic procedures."
Ioxilan,"Ioxilan is a non-ionic, low-osmolar iodinated contrast agent used for visualization in diagnostic imaging, particularly in angiography and CT scans."
Isavuconazonium,"Isavuconazonium is a prodrug of isavuconazole, an azole antifungal agent used to treat severe invasive fungal infections like aspergillosis and mucormycosis."
Isocarboxazid,Isocarboxazid is a non-selective monoamine oxidase inhibitor (MAOI) used as an antidepressant for the treatment of major depressive disorder.
Isoconazole,Isoconazole is an imidazole antifungal agent used topically to treat superficial fungal skin infections and vulvovaginal candidiasis.
Isoetharine,A short-acting beta-adrenergic agonist used as a bronchodilator for the treatment of bronchospasm associated with asthma and chronic obstructive pulmonary disease.
Isoflurophate,An irreversible cholinesterase inhibitor primarily used topically in the eye to reduce intraocular pressure in chronic open-angle glaucoma.
Isometheptene,"A sympathomimetic amine with vasoconstrictive properties, used for the relief of vascular headaches such as migraine or tension headaches."
Isothipendyl,"A first-generation phenothiazine antihistamine with anticholinergic and sedative properties, used for the symptomatic relief of allergic conditions."
Isradipine,A dihydropyridine calcium channel blocker used to treat essential hypertension by relaxing vascular smooth muscle and decreasing peripheral vascular resistance.
Ivacaftor,A cystic fibrosis transmembrane conductance regulator (CFTR) potentiator used to improve CFTR protein function in patients with specific CFTR mutations causing cystic fibrosis.
Ixazomib,A reversible proteasome inhibitor used in combination with other agents for the treatment of multiple myeloma.
Josamycin,"A macrolide antibiotic used to treat bacterial infections, effective against a range of Gram-positive and some Gram-negative bacteria."
